"Date","Chrome","IE","Firefox","Safari","Opera","Android","Samsung Internet","IEMobile","Edge Legacy","Edge","Nokia","UC Browser","Microsoft-WebDAV","BlackBerry","360 Safe Browser","Maxthon","Chromium","NetFront","Yandex Browser","Mozilla","Instabridge","Sony PS4","Obigo","Puffin","Other"
2022-07,87,0.06,1.28,3.87,3.09,0.14,1.28,0,0.02,3.05,0,0.03,0,0,0,0,0,0,0.03,0.01,0.08,0.02,0,0.01,0.03
2022-08,86.92,0.06,1.3,4.02,2.89,0.15,1.37,0,0.02,3.04,0,0.03,0,0,0,0,0,0,0.02,0.01,0.08,0.02,0,0.02,0.03
2022-09,86.92,0.08,1.25,4.02,2.84,0.14,1.31,0,0.03,3.2,0,0.02,0,0,0,0,0.01,0,0.03,0.01,0.05,0.02,0,0.02,0.06
2022-10,86.7,0.08,1.27,4.38,2.77,0.13,1.32,0,0.03,3.14,0,0.02,0,0,0,0.01,0.01,0,0.03,0.01,0.04,0.02,0,0.01,0.05
2022-11,86.51,0.07,1.28,4.48,2.62,0.18,1.63,0,0.03,2.97,0,0.02,0,0,0,0,0.01,0,0.03,0.01,0.06,0.02,0,0.01,0.07
2022-12,86.25,0.06,1.23,4.8,2.79,0.16,1.63,0,0.02,2.82,0,0.03,0,0,0,0,0,0,0.04,0.01,0.05,0.02,0,0.01,0.07
2023-01,85.75,0.07,1.33,4.68,3.3,0.14,1.58,0,0.02,2.88,0,0.03,0,0,0,0,0,0,0.03,0.01,0.06,0.03,0,0.01,0.08
2023-02,86.04,0.07,1.25,4.6,3.27,0.13,1.59,0,0.02,2.82,0,0.03,0,0,0,0,0,0,0.03,0.01,0.03,0.03,0,0.01,0.07
2023-03,86.72,0.1,1.16,4.4,3.01,0.12,1.41,0,0.02,2.89,0,0.03,0,0,0,0,0,0,0.03,0.01,0.02,0.02,0,0.01,0.05
2023-04,86.38,0.1,1.18,4.43,2.99,0.13,1.5,0,0.02,3.1,0,0.03,0,0,0,0,0.01,0,0.03,0.01,0.01,0.02,0,0.01,0.05
2023-05,86.28,0.07,1.2,4.46,3,0.12,1.48,0,0.03,3.17,0,0.02,0,0,0.01,0,0.01,0,0.04,0.01,0.02,0.02,0,0,0.04
