Date,IE 8.0,Chrome for Android,IE 6.0,IE 7.0,IE 9.0,Firefox 3.6,Android 0,IE 11.0,Chrome 49.0,IE 10.0,Safari iPhone,Chrome 37.0,Chrome 39.0,Chrome 35.0,Chrome 23.0,Chrome 26.0,Chrome 36.0,Chrome 51.0,Chrome 43.0,Chrome 31.0,Chrome 54.0,Chrome 46.0,Chrome 38.0,Chrome 27.0,Chrome 21.0,Chrome 34.0,Chrome 47.0,Chrome 33.0,Chrome 28.0,Chrome 40.0,Chrome 29.0,Chrome 53.0,Chrome 30.0,Chrome 48.0,Chrome 24.0,Chrome 22.0,Chrome 56.0,Chrome 63.0,Chrome 58.0,Chrome 16.0,Firefox 3.5,Chrome 60.0,Chrome 44.0,Chrome 45.0,Chrome 55.0,Chrome 32.0,Chrome 52.0,Chrome 83.0,Chrome 50.0,Chrome 41.0,Chrome 19.0,Chrome 61.0,Chrome 25.0,Chrome 18.0,Chrome 12.0,Chrome 79.0,Chrome 67.0,Chrome 13.0,Opera 0,Chrome 17.0,Chrome 42.0,Firefox 3.0,Chrome 74.0,Chrome 15.0,Chrome 59.0,Chrome 80.0,Chrome 75.0,Chrome 20.0,Chrome 66.0,Chrome 78.0,Firefox 4.0,Chrome 71.0,Chrome 73.0,Chrome 84.0,Chrome 70.0,Safari iPad,Chrome 76.0,Chrome 65.0,Chrome 85.0,Chrome 14.0,Chrome 72.0,Chrome 68.0,Chrome 11.0,Chrome 57.0,Chrome 77.0,Chrome 8.0,Chrome 69.0,Chrome 10.0,Chrome 62.0,Chrome 64.0,Chrome 81.0,Chrome 86.0,Firefox 5.0,Chrome 5.0,Chrome 4.0,Firefox 12.0,Chrome 9.0,Chrome 91.0,Firefox 6.0,Firefox 8.0,Nokia 0,Chrome 7.0,Firefox 16.0,Firefox 14.0,Chrome 87.0,Firefox 15.0,Chrome 6.0,Firefox 11.0,Chrome 90.0,Firefox 13.0,Chrome 96.0,Firefox 7.0,IEMobile 11.0,Firefox 10.0,Chrome 89.0,Chrome 92.0,Firefox 9.0,Firefox 19.0,Chrome 88.0,Safari 5.0,Firefox 18.0,Safari 5.1,Firefox 21.0,Firefox 20.0,Chrome for iPhone,Firefox 17.0,Firefox 32.0,Firefox 22.0,Chrome 103.0,Firefox 23.0,Firefox 26.0,Chrome 94.0,Firefox 31.0,Firefox 2.0,Chrome 95.0,Firefox 25.0,Firefox 28.0,Firefox 30.0,Firefox 24.0,Chrome 105.0,Firefox 33.0,IEMobile 10.0,Firefox 29.0,Chrome 3.0,Firefox 27.0,Chrome 102.0,Chrome 93.0,Chrome 100.0,Chrome 97.0,Microsoft-WebDAV 0,BlackBerry 0,Firefox 35.0,Chrome 104.0,Chrome 99.0,Firefox 47.0,Firefox 34.0,Firefox 38.0,Chrome 108.0,Chrome 101.0,Safari 4.0,Chrome 98.0,Chrome 106.0,Chrome 107.0,Chrome 109.0,Safari 6.0,Firefox 37.0,360 Safe Browser 0,Firefox 43.0,Firefox 39.0,Chrome iPad,Firefox 40.0,Firefox 36.0,Safari iPod Touch,Safari 8.0,Chrome 111.0,Firefox 42.0,Firefox 41.0,Chrome 112.0,Firefox 50.0,Firefox 49.0,Firefox 45.0,Safari 7.0,Edge 14,Edge 13,Safari 9.1,Samsung Internet 3.3,Safari 12.1,Firefox 52.0,Safari 10.1,Edge 17,Safari 11.1,Safari 13.1,Safari 12.0,Firefox 44.0,Opera 12.1,Firefox 48.0,Safari 13.0,Chrome 110.0,Opera 11.6,Safari 9.0,Safari 11.0,Firefox 57.0,Firefox 54.0,Firefox 46.0,Edge 18,Safari 10.0,Firefox 53.0,IEMobile 9.0,Chrome 2.0,Firefox 51.0,Edge 12,Opera 11.5,Opera 10.6,Firefox 59.0,Opera 12.0,Samsung Internet 4.0,Firefox 56.0,Samsung Internet 2.0,Samsung Internet 3.5,Firefox 66.0,Firefox 55.0,Edge 15,Chrome for Andr,Android 2.2,Edge 16,Firefox 58.0,Opera 11.0,Chrome 1.0,Firefox 61.0,Chrome 113.0,Safari 6.1,Firefox 68.0,Samsung Internet 1.1,Opera 68.0,Safari 14.0,Firefox 60.0,Opera 11.1,Firefox 67.0,Opera 10.0,Maxthon 4.4,Safari 7.1,Opera 58.0,Firefox 69.0,Firefox 65.0,Samsung Internet 1.0,Chromium 25.0,Edge 85,Firefox 63.0,Opera 10.5,Opera 9.6,Firefox 62.0,Opera Mini 4.4,NetFront 0,Sony PS4 0,Opera 63.0,Firefox 70.0,Edge 83,Samsung Internet 5.4,Edge 84,Firefox 64.0,Samsung Internet 2.1,Obigo 0,Instabridge 21.9,Samsung Internet 9.2,Edge 91,Edge 86,IEMobile 0,Opera 30.0,Firefox 72.0,Other
2015-06,"2,44","9,54","0,05","0,04","0,98","0,04","3,64","5,59",0,"1,71","1,51","0,54","0,95","0,32","0,04","0,15","0,51",0,"52,12","0,21",0,0,"0,47","0,07","0,02","0,2",0,"0,23","0,05","0,77","0,1",0,"0,1",0,"0,04","0,14",0,0,0,"0,01","0,01",0,"0,18","0,16",0,"0,08",0,0,0,"0,94","0,01",0,"0,09","0,05","0,02",0,0,"0,03","2,26","0,01","1,5","0,04",0,"0,01",0,0,0,"0,03",0,0,"0,01",0,0,0,0,"0,75",0,0,0,"0,01",0,0,"0,07",0,0,"0,01",0,"0,01",0,0,0,0,"0,01","0,01","0,01","0,02","0,01",0,"0,01","0,01","0,08",0,"0,03","0,03",0,"0,01",0,"0,01",0,"0,01",0,0,"0,55","0,01",0,0,"0,01","0,01",0,"0,02","0,01","0,05","0,02","0,02","0,15","0,02","0,12","0,02",0,"0,01","0,02",0,"0,17",0,0,"0,02","0,09","0,07","0,02",0,"0,1","0,28","0,04","0,02","0,02",0,0,0,0,0,"0,19","0,14",0,0,0,"0,09","5,18",0,0,"0,01",0,0,0,0,"0,02","0,34","0,13",0,"0,04","0,14","0,01","0,13","0,05","0,43",0,0,0,0,0,0,0,"0,17",0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0,0,0,"0,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,03",0,0,0,0,0,0,0,0,"0,09","0,12",0,0,0,0,"0,04",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,"0,01",0,0,0,0,"0,03","0,47",0,"0,95"
2015-07,"2,37","9,86","0,04","0,03","0,91","0,04","3,75","5,37",0,"1,9","1,56","0,32","0,73","0,25","0,04","0,14","0,31",0,"43,7","0,19",0,"0,02","0,37","0,06","0,02","0,17",0,"0,2","0,04","0,57","0,09",0,"0,08",0,"0,04","0,14",0,0,0,"0,01","0,01",0,"10,8","0,18",0,"0,06",0,0,0,"0,62","0,01",0,"0,08","0,05","0,03",0,0,"0,03","2,33","0,01","0,89","0,03",0,"0,01",0,0,0,"0,03",0,0,"0,01",0,0,0,0,"0,74",0,0,0,"0,01",0,0,"0,07",0,0,"0,01",0,"0,01",0,0,0,0,"0,01",0,"0,01","0,02",0,0,"0,01","0,01","0,08",0,"0,02","0,03",0,"0,01",0,"0,01",0,"0,01",0,0,"0,63","0,01",0,0,"0,01","0,01",0,"0,02","0,01","0,04","0,02","0,03","0,15","0,02","0,05","0,01",0,"0,02","0,02",0,"0,07",0,0,"0,01","0,08","0,06","0,02",0,"0,07","0,3","0,04","0,01","0,02",0,0,0,0,0,"0,19","0,1",0,0,0,"0,08","1,4",0,0,"0,01",0,0,0,0,"0,02","0,23","0,12",0,"3,91","0,15","0,03","0,1","0,05","0,37",0,0,"0,01",0,0,0,0,"0,04",0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0,0,0,"0,08",0,0,"0,02",0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,03",0,0,0,0,0,0,0,0,"0,1","0,1",0,0,0,0,"0,04",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,"0,01",0,0,0,0,"0,03","0,69",0,"0,72"
2015-08,"2,29","10,21","0,05","0,03","0,84","0,04","3,49","4,97",0,"1,68","1,44","0,24","0,58","0,19","0,05","0,14","0,24",0,"3,74","0,17",0,"0,13","0,29","0,05","0,03","0,15","0,01","0,17","0,04","0,39","0,1",0,"0,06",0,"0,04","0,15",0,0,0,"0,01","0,01",0,"51,86","0,23",0,"0,06",0,0,0,"0,43","0,01",0,"0,09","0,05","0,01",0,0,"0,03","2,35","0,01","0,55","0,04",0,"0,01",0,0,0,"0,03",0,0,"0,01",0,0,0,0,"0,67",0,0,0,"0,01",0,0,"0,06",0,0,"0,01",0,"0,01",0,0,0,0,"0,01",0,"0,01","0,02",0,0,"0,01","0,01","0,09",0,"0,02","0,03",0,"0,01",0,"0,01",0,"0,01",0,0,"0,67","0,01",0,0,0,"0,01",0,"0,02","0,01","0,03","0,02","0,02","0,15","0,02","0,04","0,01",0,"0,01","0,02",0,"0,05",0,0,"0,01","0,08","0,06","0,02",0,"0,06","0,28","0,04","0,01","0,02",0,0,0,0,0,"0,18","0,09",0,0,0,"0,07","0,46",0,0,"0,02",0,0,0,0,"0,02","0,28","0,17",0,"2,92","0,14","2,28","0,09","0,04","0,39",0,0,"0,02",0,0,0,0,"0,04",0,0,0,0,0,0,0,0,0,0,0,0,"0,11",0,0,0,0,0,0,0,0,0,0,0,0,"0,07",0,0,"0,28",0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,03",0,0,0,0,0,0,0,0,"0,11","0,11",0,0,0,0,"0,04",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,"0,01",0,0,0,0,"0,04","0,21",0,"1,32"
2015-09,"2,14","10,71","0,03","0,02","0,71","0,03","3,25","4,43",0,"1,5","1,37","0,23","0,51","0,18","0,04","0,12","0,22",0,"2,28","0,14",0,"0,22","0,26","0,04","0,02","0,13","0,11","0,14","0,03","0,34","0,1",0,"0,05",0,"0,04","0,13",0,0,0,0,"0,01",0,"9,38","46,28",0,"0,06",0,0,0,"0,36",0,0,"0,08","0,04","0,01",0,0,"0,02","1,69","0,01","0,46","0,05",0,"0,01",0,0,0,"0,03",0,0,"0,01",0,0,0,0,"0,63",0,0,0,"0,01",0,0,"0,05",0,0,"0,01",0,0,0,0,0,0,"0,01",0,0,"0,02",0,0,"0,01","0,01","0,07",0,"0,02","0,03",0,"0,01",0,"0,01",0,"0,01",0,0,"0,71","0,01",0,0,0,"0,01",0,"0,02","0,01","0,04","0,02","0,02","0,14","0,01","0,03","0,01",0,"0,01","0,02",0,"0,04",0,0,"0,01","0,08","0,06","0,01",0,"0,05","0,28","0,03","0,01","0,02",0,0,0,0,0,"0,17","0,07",0,0,0,"0,08","0,28",0,0,"0,02",0,0,0,0,"0,02","0,13","0,26",0,"0,4","0,11","4,38","0,09","0,04","0,43",0,"0,01","0,34",0,0,0,0,"0,04",0,0,0,0,0,0,0,0,0,0,0,0,"0,13",0,0,0,0,"0,01",0,0,0,0,0,0,0,"0,07",0,0,"0,34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,03",0,0,0,0,0,0,0,0,"0,1","0,12",0,0,0,0,"0,03",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,"0,01",0,0,0,0,"0,04","0,08",0,"1,53"
2015-10,"1,56","10,96","0,02","0,02","0,48","0,03","3,15","3,56",0,"0,99","1,32","0,22","0,4","0,16","0,04","0,11","0,22",0,"1,32","0,14",0,"27,93","0,23","0,04","0,02","0,12","0,14","0,13","0,03","0,3","0,09",0,"0,05","0,07","0,05","0,12",0,0,0,0,"0,01",0,"2,1","28,83",0,"0,06",0,0,0,"0,32",0,0,"0,07","0,04","0,01",0,0,"0,02","1,88","0,01","0,39","0,04",0,"0,01",0,0,0,"0,03",0,0,"0,01",0,0,0,0,"0,66",0,0,0,"0,01",0,0,"0,06",0,0,"0,01",0,0,0,0,0,0,"0,01",0,0,"0,02",0,0,"0,01","0,01","0,06",0,"0,02","0,03",0,"0,01",0,"0,01",0,"0,01",0,0,"0,78","0,01",0,0,0,"0,01",0,"0,02","0,01","0,04","0,01","0,02","0,16","0,01","0,03","0,01",0,"0,01","0,02",0,"0,04",0,0,"0,01","0,08","0,05","0,01",0,"0,05","0,27","0,03","0,01","0,02",0,0,0,0,0,"0,16","0,07",0,0,0,"0,07","0,22",0,0,"0,02",0,0,0,0,"0,02","0,12","0,24","0,01","0,28","0,13","0,66","0,07","0,04","0,29",0,"0,03","4,14",0,0,0,0,"0,05",0,0,0,0,0,0,0,0,0,0,0,0,"0,15",0,0,0,0,"0,32",0,0,0,0,0,0,0,"0,07",0,0,"0,39",0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,03",0,0,0,0,0,0,0,0,"0,1","0,09",0,0,0,0,"0,03",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,"0,02",0,0,0,0,"0,05","0,04",0,"1,54"
2015-11,"1,07","11,37","0,02","0,01","0,39","0,02","2,77","3,09","0,02","0,78","1,43","0,18","0,39","0,13","0,03","0,09","0,17",0,1,"0,13",0,"58,05","0,21","0,04","0,02","0,11","0,19","0,13","0,03","0,28","0,08",0,"0,04","0,13","0,04","0,12",0,0,0,0,"0,01",0,"1,39","1,67",0,"0,05",0,0,0,"0,27",0,0,"0,06","0,04","0,01",0,0,"0,02","1,65","0,01","0,37","0,03",0,"0,01",0,0,0,"0,03",0,0,"0,01",0,0,0,0,"0,62",0,0,0,"0,01",0,0,"0,05",0,0,0,0,0,0,0,0,0,0,0,0,"0,02",0,0,"0,02","0,01","0,05",0,"0,02","0,03",0,"0,01",0,"0,01",0,"0,01",0,0,"0,79","0,01",0,0,0,"0,01",0,"0,01","0,01","0,04","0,01","0,02","0,15","0,01","0,03","0,01",0,"0,01","0,01",0,"0,11",0,0,"0,01","0,07","0,04","0,01",0,"0,05","0,25","0,03",0,"0,01",0,0,0,0,0,"0,14","0,06",0,0,0,"0,06","0,18",0,0,"0,02",0,0,0,0,"0,04","0,13","0,2","0,02","0,22","0,12","0,2","0,06","0,04","0,24",0,"3,33","1,25",0,0,0,0,"0,05",0,"0,03",0,0,0,0,0,0,0,0,0,"0,01","0,12",0,0,0,0,"0,47",0,0,0,0,0,0,0,"0,06",0,0,"0,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,04",0,0,0,0,0,0,0,0,"0,1","0,07",0,0,0,0,"0,03",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,"0,01",0,0,0,0,"0,05","0,02",0,"1,48"
2015-12,"1,17","12,85","0,02","0,01","0,42","0,02","2,81","2,93","0,07","0,83","1,71","0,15","0,29","0,12","0,03","0,09","0,18",0,"0,72","0,1",0,"13,19","0,18","0,03","0,02","0,11","44,97","0,11","0,03","0,21","0,09",0,"0,04","0,18","0,02","0,11",0,0,0,0,0,0,"1,03","1,34",0,"0,05",0,0,0,"0,24",0,0,"0,06","0,04","0,01",0,0,"0,02","1,44","0,01","0,32","0,03",0,"0,01",0,0,0,"0,02",0,0,0,0,0,0,0,"0,64",0,0,0,"0,01",0,0,"0,04",0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,02","0,01","0,03",0,"0,02","0,02",0,"0,01",0,"0,01",0,"0,01",0,0,"0,85","0,01",0,0,0,"0,01",0,"0,01","0,01","0,03","0,02","0,02","0,17","0,01","0,02","0,01",0,"0,01","0,01",0,"0,05",0,0,"0,01","0,06","0,03","0,01",0,"0,04","0,24","0,03",0,"0,01",0,0,0,0,0,"0,13","0,04",0,0,0,"0,05","0,12",0,0,"0,03",0,0,0,0,"0,03","0,09","0,33","1,45","0,14","0,11","0,15","0,05","0,04","0,19",0,"2,79","0,18",0,0,0,0,"0,04",0,"0,19",0,0,0,0,0,0,0,0,0,"0,01","0,11",0,0,0,0,"0,47",0,0,0,0,0,0,0,"0,06",0,0,"0,28",0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,03",0,0,0,0,0,0,0,0,"0,09","0,04",0,0,0,0,"0,03",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,"0,01",0,0,0,0,"0,05","0,02",0,"1,63"
2016-01,"1,02","13,98","0,02","0,01","0,36","0,02","2,95","2,88","0,09","0,67","1,78","0,14","0,24","0,11","0,03","0,09","0,18",0,"0,61","0,1",0,"1,67","0,14","0,03","0,01","0,1","51,77","0,09","0,02","0,18","0,08",0,"0,03","5,08","0,01","0,11",0,0,0,0,0,0,"0,9","0,93",0,"0,04",0,0,"0,02","0,21",0,0,"0,05","0,03","0,01",0,0,"0,02","1,3",0,"0,25","0,02",0,"0,01",0,0,0,"0,02",0,0,"0,01",0,0,0,0,"0,69",0,0,0,"0,01",0,0,"0,04",0,0,0,0,"0,01",0,0,0,0,0,0,0,"0,01",0,0,"0,01","0,01","0,04",0,"0,01","0,01",0,"0,01",0,"0,01",0,"0,01",0,0,"0,9",0,0,0,0,"0,01",0,"0,01","0,01","0,03","0,01","0,02","0,17","0,01","0,02","0,01",0,"0,01","0,01",0,"0,14",0,0,"0,01","0,06","0,02","0,01",0,"0,03","0,24","0,03",0,"0,01",0,0,0,0,0,"0,12","0,04",0,0,0,"0,04","0,1",0,0,"0,02",0,0,0,0,"0,02","0,09","0,26","3,87","0,13","0,11","0,13","0,04","0,04","0,14",0,"0,2","0,15",0,0,0,"0,01","0,03",0,"0,3",0,0,0,0,0,0,0,0,0,"0,2","0,09",0,0,0,0,"0,51",0,0,0,0,0,0,0,"0,05",0,0,"0,23",0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,02",0,0,0,0,0,0,0,0,"0,1","0,02",0,0,0,0,"0,04",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,"0,01",0,0,0,0,"0,05","0,01",0,"1,7"
2016-02,"0,83","13,72","0,02","0,01","0,31","0,02","2,7","2,66","0,17","0,56","1,77","0,12","0,21","0,09","0,03","0,09","0,11",0,"0,53","0,1",0,"1,19","0,14","0,03","0,01","0,09","3,04","0,08","0,02","0,17","0,1",0,"0,03","56,17","0,01","0,1",0,0,0,0,0,0,"0,76","0,77",0,"0,04",0,0,"0,09","0,18",0,0,"0,05","0,03","0,01",0,0,"0,01","1,25",0,"0,16","0,02",0,0,0,0,0,"0,02",0,0,0,0,0,0,0,"0,67",0,0,0,0,0,0,"0,04",0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,02","0,01","0,03",0,"0,01","0,02",0,0,0,"0,01",0,"0,01",0,0,"0,86",0,0,0,0,"0,01",0,"0,01",0,"0,03","0,01","0,02","0,17","0,01","0,02","0,01",0,"0,01","0,01",0,"0,13",0,0,"0,01","0,05","0,02","0,01",0,"0,03","0,21","0,02",0,"0,01",0,0,0,0,0,"0,1","0,04",0,0,0,"0,04","0,09",0,0,"0,02",0,0,0,0,"0,02","0,06","0,22","1,36","0,11","0,11","0,1","0,04","0,04","0,16",0,"0,14","0,1",0,0,0,"0,03","0,04",0,"0,32",0,"0,04",0,0,0,0,0,0,0,"2,8","0,08",0,0,0,0,"0,56",0,0,0,"0,01",0,0,0,"0,05",0,0,"0,19",0,0,0,0,0,0,"0,01","0,01",0,0,0,0,0,0,0,0,0,0,0,"0,02",0,0,0,0,0,0,0,0,"0,09","0,02",0,0,0,"0,01","0,03",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,"0,04","0,01",0,0,0,0,"0,05","0,01",0,"1,67"
2016-03,"0,82","13,75","0,04","0,02","0,31","0,02","2,53","2,71","31,18","0,53","1,78","0,1","0,2","0,08","0,02","0,08","0,11","0,05","0,45","0,09",0,"1,01","0,12","0,02","0,01","0,09","1,53","0,08","0,01","0,14","0,41",0,"0,02","27,26","0,02","0,09",0,0,0,0,0,0,"0,54","0,62",0,"0,03",0,0,"0,15","0,15",0,0,"0,05","0,03","0,01",0,0,"0,01","1,18",0,"0,13","0,03",0,"0,01",0,0,0,"0,02",0,0,"0,01",0,0,0,0,"0,67",0,0,0,"0,01",0,0,"0,03",0,0,0,0,0,0,0,0,0,0,0,0,"0,02",0,0,"0,04","0,01","0,03",0,"0,01","0,02",0,"0,01",0,"0,01",0,"0,01",0,0,"0,76","0,01",0,0,0,"0,01",0,"0,01","0,01","0,02","0,01","0,01","0,18","0,01","0,02",0,0,0,"0,01",0,"0,09",0,0,"0,01","0,05","0,03","0,01",0,"0,03","0,19","0,02",0,"0,01",0,0,0,0,0,"0,1","0,03",0,0,"0,01","0,05","0,08",0,0,"0,02",0,0,0,0,"0,01","0,05","0,21","0,32","0,1","0,11","0,07","0,04","0,03","0,14",0,"0,14","0,08",0,0,0,"1,48","0,03",0,"0,38","0,05","0,17",0,0,0,0,0,0,0,"2,3","0,08",0,0,0,0,"0,52",0,0,0,"0,02",0,0,0,"0,04",0,0,"0,19",0,0,0,0,"0,01",0,"0,05","0,03",0,0,0,0,0,0,0,0,"0,01",0,0,"0,02",0,0,0,0,0,0,0,0,"0,08","0,02",0,0,0,"0,03","0,03",0,0,0,0,0,0,0,"0,02",0,0,0,0,0,0,"0,14","0,01",0,0,0,0,"0,05","0,01",0,"1,59"
2016-04,"0,94","14,16","0,03","0,01","0,34","0,02","2,39","2,55","52,6","0,53","1,74","0,1","0,21","0,08","0,03","0,09","0,1","0,11","0,43","0,09",0,"0,88","0,11","0,03","0,01","0,1","1,18","0,09","0,02","0,15","0,57",0,"0,03","1,82","0,03","0,1",0,0,0,0,0,0,"0,47","0,51",0,"0,03","0,03",0,"4,49","0,15",0,0,"0,05","0,03","0,01",0,0,"0,01","1,1",0,"0,14","0,04",0,"0,01",0,0,0,"0,02",0,0,0,0,0,0,0,"0,62",0,0,0,0,0,0,"0,03",0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,05","0,01","0,03",0,"0,01","0,02",0,0,0,"0,01",0,"0,01",0,0,"0,71",0,0,0,0,"0,01",0,"0,01",0,"0,02","0,01","0,02","0,18","0,01","0,02",0,0,"0,01","0,01",0,"0,06",0,0,"0,01","0,05","0,02","0,01",0,"0,02","0,19","0,02",0,"0,01",0,0,0,0,"0,29","0,09","0,03",0,0,"0,01","0,04","0,07",0,0,"0,03",0,0,0,0,"0,01","0,05","0,35","0,25","0,08","0,1","0,07","0,03","0,03","0,12",0,"0,13","0,1",0,0,0,"3,28","0,04",0,"0,43","0,29","0,2",0,0,0,0,0,0,0,"0,22","0,08",0,0,0,0,"0,31",0,0,0,"0,14",0,0,0,"0,04",0,0,"0,15",0,0,0,0,"0,12",0,"0,05","0,05",0,0,0,0,0,0,0,0,"0,01",0,0,"0,02",0,0,0,0,0,0,0,0,"0,05","0,01",0,0,0,"0,03","0,04",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,"0,1","0,01",0,0,0,0,"0,04","0,01",0,"1,39"
2016-05,"0,6","14,06","0,03","0,01","0,25","0,02","2,24","2,3","9,53","0,43","1,53","0,09","0,19","0,07","0,03","0,08","0,09","0,88","0,35","0,09",0,"0,69","0,11","0,03","0,01","0,09","0,83","0,09","0,02","0,13","0,48","0,01","0,03","1,1","0,03","0,09",0,0,0,0,0,0,"0,37","0,42",0,"0,03","0,07",0,"49,04","0,12",0,0,"0,06","0,02","0,01",0,0,"0,01","1,13",0,"0,12","0,03",0,0,0,0,0,"0,03",0,0,"0,01",0,0,0,0,"0,54",0,0,0,0,0,0,"0,03",0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,04","0,01","0,02",0,"0,01","0,02",0,"0,01",0,0,0,"0,01",0,0,"0,69",0,0,0,0,"0,01",0,"0,01",0,"0,02","0,01","0,01","0,17","0,01","0,01",0,0,"0,01","0,01",0,"0,06",0,0,"0,01","0,04","0,02","0,01",0,"0,02","0,2","0,02",0,"0,01",0,0,0,0,"1,31","0,1","0,03",0,0,"0,02","0,04","0,06",0,0,"0,02",0,0,0,0,"0,01","0,04","0,17","0,22","0,07","0,1","0,06","0,03","0,03","0,11",0,"0,11","0,09",0,0,0,"0,72","0,03","0,01","0,51","0,42","0,2",0,0,0,0,0,0,0,"0,13","0,07","0,01",0,0,0,"0,21",0,0,0,"2,84",0,0,0,"0,04",0,0,"0,15",0,0,0,0,"0,13",0,"0,05","0,05",0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,0,"0,05","0,01",0,0,0,"0,03","0,04",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,"0,06","0,01",0,0,0,0,"0,04","0,01",0,"1,38"
2016-06,"0,6","14,82","0,03","0,01","0,21","0,02","2,19","2,03","5,24","0,36","1,55","0,08","0,15","0,06","0,03","0,08","0,09","40,56","0,3","0,09",0,"0,63","0,09","0,02","0,01","0,09","0,68","0,09","0,01","0,12","0,5","0,06","0,03","0,78","0,03","0,09",0,0,0,0,0,0,"0,32","0,35",0,"0,03","0,15",0,"14,78","0,1",0,0,"0,05","0,02","0,01",0,0,"0,01","1,04",0,"0,11","0,03",0,0,0,0,0,"0,03",0,0,"0,01",0,0,0,0,"0,54",0,0,0,0,0,0,"0,03",0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,"0,03",0,"0,02",0,"0,01","0,02",0,"0,01",0,0,0,0,0,0,"0,66","0,01",0,0,0,"0,01",0,"0,01",0,"0,02","0,01","0,01","0,17","0,01","0,01",0,0,0,"0,01",0,"0,03",0,0,"0,01","0,04","0,02","0,01",0,"0,02","0,18","0,02",0,"0,01",0,0,0,0,"0,85","0,08","0,03",0,0,"2,19","0,04","0,05",0,0,"0,01",0,0,0,0,"0,01","0,04","0,1","0,2","0,06","0,09","0,05","0,03","0,02","0,1",0,"0,09","0,07",0,0,0,"0,15","0,03","0,01","0,6","0,52","0,22",0,0,0,0,0,0,0,"0,09","0,07","0,02",0,0,0,"0,16",0,0,0,"1,26",0,0,0,"0,04",0,0,"0,12",0,0,0,0,"0,14",0,"0,05","0,07",0,0,0,0,0,0,0,0,0,0,0,"0,02",0,0,0,0,0,0,0,0,"0,04","0,01",0,0,0,"0,05","0,04",0,0,0,0,0,0,0,"0,02",0,0,0,0,0,0,"0,05","0,01",0,0,0,0,"0,05","0,01",0,"1,32"
